,AQI,Net Migration Outflow,year
22234,47.0,281,2015
22235,42.0,886,2016
22236,42.0,611,2017
22237,45.0,1088,2018
22238,44.0,2204,2019
22239,22.0,554,1993
22240,20.0,-1271,1994
22241,17.0,-2396,1995
22242,17.0,-1369,1996
22243,16.0,-375,1997
22244,16.0,-165,1998
22245,15.0,-1909,1999
22246,14.0,-3006,2000
22247,16.0,-3661,2001
22248,14.0,-5061,2002
22249,11.0,-4296,2003
22250,11.0,-2517,2004
22251,11.0,-511,2005
22252,11.0,-618,2006
22253,9.0,1076,2007
22254,7.0,937,2008
22255,6.0,22,2009
22256,49.0,2588,1993
22257,49.0,2710,1994
22258,45.0,2036,1995
22259,48.0,3011,1996
22260,44.0,2317,1997
22261,46.0,2349,1998
22262,48.0,3635,1999
22263,47.0,3454,2000
22264,49.0,2063,2001
22265,47.0,651,2002
22266,47.0,1238,2003
22267,44.0,840,2004
22268,48.0,421,2005
22269,52.0,850,2006
22270,55.0,1927,2007
22271,46.0,2052,2008
22272,42.0,1490,2009
22273,45.0,2167,2010
22274,45.0,2448,2011
22275,45.0,1351,2012
22276,44.0,3088,2013
22277,44.0,2402,2014
22278,47.0,570,2015
22279,45.0,1426,2016
22280,45.0,1721,2017
22281,44.0,360,2018
22282,44.0,109,2019
22283,38.0,82,1993
22284,38.0,477,1994
22285,35.0,835,1995
22286,35.0,1890,1996
22287,37.0,543,1997
22288,38.0,673,1998
22289,35.0,637,1999
22290,34.0,502,2000
22291,37.0,453,2001
22292,36.0,56,2002
22293,36.0,41,2003
22294,35.0,-708,2004
22295,34.0,-384,2005
22296,47.0,-551,2006
22297,44.0,-360,2007
22298,44.0,-221,2008
22299,43.0,-73,2009
22300,41.0,127,2010
22301,39.0,223,2011
22302,41.0,614,2012
22303,34.0,234,2013
22304,35.0,1664,2014
22305,33.0,-288,2015
22306,39.0,802,2016
22307,36.0,1025,2017
22308,38.0,287,2018
22309,40.0,713,2019
22310,22.0,372,1993
22311,16.0,51,1994
22312,18.0,350,1995
22313,16.0,487,1996
22314,17.0,202,1997
22315,18.0,504,1998
22316,9.0,617,1999
22317,39.0,25,1993
22318,39.0,-285,1994
22319,41.0,100,1995
22320,37.0,181,1996
22321,45.0,-20,1997
22322,42.0,131,1998
22323,50.0,259,1999
22324,49.0,289,2000
22325,44.0,202,2001
22326,39.0,237,2002
22327,43.0,185,2003
22328,44.0,26,2004
22329,47.0,229,2005
22330,30.0,-2992,1993
22331,31.0,-3539,1994
22332,31.0,-1515,1995
22333,32.0,-1281,1996
22334,33.0,-1227,1997
22335,34.0,-1762,1998
22336,33.0,-2310,1999
22337,28.0,-2478,2000
22338,24.0,-1807,2001
22339,18.0,-1609,2002
22340,43.0,-1276,2003
22341,45.0,-2502,2004
22342,46.0,-1270,2005
22343,41.0,-1014,2006
22344,42.0,-45,2007
22345,43.0,-44,2008
22346,45.0,-548,2009
22347,45.0,-299,2010
22348,43.0,330,2011
22349,42.0,-866,2012
22350,41.0,-725,2013
22351,38.0,-131,2014
22352,37.0,-725,2015
22353,35.0,-1111,2016
22354,38.0,-2471,2017
22355,40.0,-1584,2018
22356,37.0,-808,2019
22357,40.0,84,1993
22358,40.0,-126,1994
22359,46.0,-34,1995
22360,32.0,82,1996
22361,41.0,-12,1997
22362,44.0,-276,1998
22363,46.0,-150,1999
22364,44.0,-181,2000
22365,41.0,-91,2001
22366,38.0,25,2002
22367,37.0,59,2003
22368,36.0,67,2004
22369,39.0,33,2005
22370,41.0,60,2006
22371,38.0,-61,2007
22372,35.0,37,2008
22373,33.0,-27,2009
22374,36.0,73,2010
22375,37.0,78,2011
22376,36.0,288,2012
22377,31.0,-11,2013
22378,31.0,62,2014
22379,33.0,-92,2015
22380,33.0,-18,2016
22381,32.0,-90,2017
22382,29.0,-30,2018
22383,33.0,196,2019
22384,58.0,-1690,1999
22385,53.0,-1853,2000
22386,52.0,-1409,2001
22387,47.0,-1507,2002
22388,53.0,-1679,2003
22389,45.0,-2040,2004
22390,34.0,-1466,2005
22391,54.0,-298,2000
22392,44.0,-567,2001
22393,43.0,-448,2002
22394,48.0,-225,2003
22395,42.0,-467,2004
22396,46.0,-462,2005
22397,44.0,-8,1993
22398,45.0,73,1994
22399,47.0,68,1995
22400,45.0,-130,1996
22401,48.0,124,1997
22402,56.0,270,1999
22403,52.0,190,2000
22404,46.0,74,2001
22405,43.0,233,2002
22406,43.0,11,2003
22407,43.0,29,2004
22408,47.0,111,2005
22409,32.0,-4359,1993
22410,35.0,-4062,1994
22411,39.0,-3798,1995
22412,42.0,-3627,1996
22413,39.0,-2427,1997
22414,34.0,-3190,1998
22415,35.0,-2066,1999
22416,37.0,-2071,2000
22417,39.0,-1506,2001
22418,35.0,-871,2002
22419,43.0,-841,2003
22420,39.0,-1267,2004
22421,38.0,-1021,2005
22422,33.0,-367,2006
22423,38.0,-617,2007
22424,35.0,44,2008
22425,36.0,-263,2009
22426,37.0,459,2010
22427,35.0,29,2011
22428,31.0,-490,2012
22429,28.0,-918,2013
22430,25.0,238,2014
22431,31.0,290,2015
22432,28.0,-398,2016
22433,30.0,-1840,2017
22434,31.0,-3069,2018
22435,28.0,-560,2019
22436,10.0,-627,2000
22437,23.0,-173,2001
22438,37.0,-549,2004
22439,38.0,-513,2005
22440,33.0,-694,2006
22441,34.0,-377,2007
22442,37.0,-332,2008
22443,33.0,28,2009
22444,33.0,-181,2010
22445,36.0,-14,2011
22446,35.0,-42,2012
22447,31.0,-381,2013
22448,31.0,-17,2014
22449,33.0,-32,2015
22450,29.0,-406,2016
22451,32.0,-620,2017
22452,27.0,-382,2018
22453,28.0,-235,2019
22454,11.0,-29,2006
22455,9.0,29,2007
22456,8.0,10,2008
22457,7.0,5,2009
22458,20.0,16,2010
22459,23.0,10,2011
22460,19.0,30,2012
22461,22.0,8,2013
22462,18.0,-36,2014
22463,20.0,0,2015
22464,14.0,-21,2016
22465,18.0,-18,2017
22466,18.0,-18,2018
22467,17.0,1,2019
22468,7.0,-44,1998
22469,13.0,-170,1999
22470,17.0,239,2014
22471,17.0,136,2015
22472,18.0,111,2016
22473,20.0,172,2017
22474,23.0,112,2018
22475,20.0,-69,2019
22476,38.0,-75,2005
22477,40.0,-168,2006
22478,39.0,51,2007
22479,33.0,83,2008
22480,31.0,47,2009
22481,33.0,-48,2010
22482,32.0,-38,2011
22483,38.0,59,2012
22484,36.0,14,2013
22485,31.0,188,2014
22486,33.0,-5,2015
22487,27.0,-50,2016
22488,32.0,-463,2017
22489,31.0,-98,2018
22490,28.0,134,2019
22491,24.0,-299,2003
22492,23.0,-370,2004
22493,17.0,-346,2005
22494,20.0,-63,2006
22495,18.0,-64,2007
22496,16.0,-145,2008
22497,20.0,-28,2009
22498,17.0,-193,2010
22499,17.0,102,2011
22500,17.0,203,2012
22501,23.0,-318,2018
22502,13.0,-153,2019
22503,11.0,-114,1993
22504,11.0,-190,1994
22505,11.0,-49,1995
22506,11.0,-94,1996
22507,11.0,-118,1997
22508,12.0,-9,1998
22509,12.0,-82,1999
22510,4.0,-68,2000
22511,9.0,-167,2001
22512,15.0,-428,2002
22513,16.0,-427,2003
22514,25.0,-260,2004
22515,35.0,-250,2005
22516,30.0,-99,2006
22517,30.0,-155,2007
22518,31.0,-104,2008
22519,33.0,-46,2009
22520,18.0,-58,2010
22521,32.0,-101,2011
22522,32.0,88,2012
22523,33.0,-206,2013
22524,31.0,-146,2014
22525,33.0,-65,2015
22526,29.0,-89,2016
22527,28.0,-338,2017
22528,26.0,-195,2018
22529,27.0,-24,2019
22530,33.0,2547,1993
22531,31.0,2229,1994
22532,35.0,2903,1995
22533,33.0,1606,1996
22534,35.0,2966,1997
22535,34.0,1914,1998
22536,44.0,2245,1999
22537,45.0,2130,2000
22538,41.0,1642,2001
22539,48.0,1388,2002
22540,53.0,1318,2003
22541,51.0,620,2004
22542,54.0,2124,2005
22543,50.0,341,2006
22544,50.0,2990,2007
22545,45.0,2439,2008
22546,44.0,1327,2009
22547,46.0,729,2010
22548,53.0,1093,2011
22549,44.0,1966,2012
22550,44.0,2394,2013
22551,51.0,2325,2014
22552,45.0,824,2015
22553,43.0,2137,2016
22554,43.0,3363,2017
22555,44.0,2737,2018
22556,44.0,2841,2019
22557,10.0,-1561,1993
22558,9.0,-1909,1994
22559,7.0,1824,1995
22560,7.0,690,1996
22561,6.0,748,1997
22562,6.0,802,1998
22563,43.0,219,1999
22564,55.0,1201,2000
22565,52.0,1517,2001
22566,46.0,1234,2002
22567,49.0,1440,2003
22568,50.0,90,2004
22569,56.0,360,2005
22570,53.0,13480,2006
22571,49.0,-485,2007
22572,47.0,-946,2008
22573,45.0,118,2009
22574,47.0,172,2010
22575,45.0,-199,2011
22576,39.0,-515,2012
22577,39.0,122,2013
22578,42.0,279,2014
22579,38.0,168,2015
22580,37.0,335,2016
22581,38.0,-257,2017
22582,38.0,154,2018
22583,41.0,132,2019
22584,41.0,36,1993
22585,34.0,-98,1994
22586,42.0,91,1995
22587,59.0,201,1999
22588,54.0,-104,2000
22589,51.0,235,2001
22590,52.0,39,2002
22591,54.0,-353,2003
22592,48.0,312,2004
22593,53.0,-19,2005
22594,52.0,-754,2006
22595,53.0,198,2007
22596,49.0,83,2008
22597,45.0,-56,2009
22598,48.0,156,2010
22599,47.0,43,2011
22600,41.0,451,2012
22601,38.0,555,2013
22602,39.0,307,2014
22603,38.0,121,2015
22604,35.0,330,2016
22605,34.0,499,2017
22606,37.0,557,2018
22607,35.0,353,2019
22608,52.0,-24,2002
22609,52.0,33,2003
22610,43.0,-2,2004
22611,52.0,87,2005
22612,35.0,-53,2006
22613,43.0,71,2007
22614,41.0,62,2008
22615,37.0,3,2009
22616,39.0,-37,2010
22617,35.0,125,2011
22618,26.0,-17,2015
22619,31.0,135,2016
22620,30.0,1,2017
22621,27.0,58,2018
22622,40.0,-2034,1993
22623,44.0,-1804,1994
22624,48.0,-2219,1995
22625,41.0,-2734,1996
22626,48.0,-2738,1997
22627,49.0,-2888,1998
22628,46.0,-2855,1999
22629,47.0,-3555,2000
22630,42.0,-3365,2001
22631,41.0,-3596,2002
22632,47.0,-4194,2003
22633,44.0,-4345,2004
22634,49.0,-4011,2005
22635,47.0,-5099,2006
22636,47.0,-3727,2007
22637,47.0,-3747,2008
22638,42.0,-1840,2009
22639,46.0,-1277,2010
22640,46.0,-1613,2011
22641,44.0,-1575,2012
22642,40.0,-1359,2013
22643,40.0,-1311,2014
22644,39.0,-1179,2015
22645,40.0,-2049,2016
22646,39.0,-3392,2017
22647,40.0,-2079,2018
22648,39.0,-2140,2019
22649,45.0,-302,1993
22650,48.0,-321,1994
22651,47.0,-101,1995
22652,43.0,-521,1996
22653,48.0,-510,1997
22654,44.0,-371,1998
22655,44.0,-581,1999
22656,44.0,-662,2000
22657,39.0,-361,2001
22658,36.0,-341,2002
22659,35.0,-279,2003
22660,38.0,-344,2004
22661,50.0,-362,2005
22662,56.0,1871,2006
22663,39.0,-68,2009
22664,42.0,-81,2010
22665,40.0,-267,2011
22666,38.0,-263,2012
22667,38.0,-185,2013
22668,37.0,-126,2014
22669,35.0,-267,2015
22670,37.0,-14,2016
22671,38.0,-415,2017
22672,35.0,-125,2018
22673,37.0,-109,2019
22674,59.0,526,1999
22675,55.0,332,2000
22676,53.0,508,2001
22677,48.0,169,2002
22678,51.0,201,2003
22679,46.0,398,2004
22680,49.0,527,2005
22681,48.0,107,2006
22682,50.0,298,2007
22683,44.0,449,2008
22684,36.0,50,2009
22685,42.0,-1860,1993
22686,41.0,-916,1994
22687,44.0,-1281,1995
22688,43.0,-811,1996
22689,48.0,-1250,1997
22690,48.0,-932,1998
22691,49.0,-531,1999
22692,51.0,-602,2000
22693,44.0,-616,2001
22694,40.0,-600,2002
22695,42.0,-746,2003
22696,41.0,-1093,2004
22697,35.0,-420,1993
22698,34.0,-255,1994
22699,42.0,-544,1995
22700,40.0,-62,1996
22701,39.0,-68,1997
22702,50.0,-299,1998
22703,60.0,-83,1999
22704,55.0,-92,2000
22705,48.0,-212,2001
22706,44.0,13,2002
22707,44.0,-106,2003
22708,50.0,95,2004
22709,53.0,-113,2005
22710,51.0,-389,2006
22711,49.0,-430,2007
22712,44.0,-259,2008
22713,42.0,-223,2009
22714,47.0,-30,2010
22715,44.0,-533,2011
22716,44.0,-28,2012
22717,38.0,-16,2013
22718,37.0,206,2014
22719,35.0,-17,2015
22720,39.0,91,2016
22721,37.0,19,2017
22722,36.0,-160,2018
22723,39.0,132,2019
22724,37.0,-532,1993
22725,33.0,-304,1994
22726,37.0,-354,1995
22727,38.0,265,1996
22728,40.0,121,1997
22729,34.0,-199,1998
22730,43.0,-689,1999
22731,45.0,-466,2000
22732,41.0,-1,2001
22733,38.0,49,2002
22734,40.0,195,2003
22735,42.0,-161,2004
22736,47.0,-111,2005
22737,52.0,2071,2006
22738,48.0,-940,2007
22739,48.0,204,2008
22740,36.0,71,2009
22741,38.0,396,2010
22742,37.0,319,2011
22743,33.0,1131,2012
22744,31.0,-482,2013
22745,33.0,250,2014
22746,33.0,586,2015
22747,35.0,192,2016
22748,33.0,-271,2017
22749,38.0,-525,2018
22750,39.0,-15,2019
22751,19.0,-145,1993
22752,23.0,-18,1994
22753,19.0,-51,1995
22754,22.0,-222,1996
22755,19.0,93,1997
22756,20.0,72,1998
22757,62.0,688,1999
22758,60.0,195,2000
22759,54.0,161,2001
22760,53.0,5,2002
22761,54.0,152,2003
22762,52.0,-1,2004
22763,55.0,-6,2005
22764,53.0,-117,2006
22765,54.0,-51,2007
22766,51.0,134,2008
22767,46.0,37,2009
22768,52.0,-105,2010
22769,49.0,15,2011
22770,40.0,-330,2012
22771,33.0,216,1993
22772,35.0,171,1994
22773,40.0,-366,1995
22774,39.0,316,1996
22775,49.0,-3,1997
22776,45.0,517,1998
22777,58.0,263,1999
22778,55.0,354,2000
22779,46.0,608,2001
22780,42.0,229,2002
22781,43.0,155,2003
22782,44.0,346,2004
22783,47.0,514,2005
22784,49.0,197,2006
22785,50.0,147,2007
22786,47.0,-6,2008
22787,42.0,-13,2009
22788,47.0,244,2010
22789,44.0,81,2011
22790,43.0,-245,2012
22791,33.0,267,2013
22792,36.0,454,2014
22793,32.0,113,2015
22794,37.0,490,2016
22795,34.0,627,2017
22796,37.0,154,2018
22797,36.0,336,2019
22798,38.0,5789,1993
22799,40.0,5710,1994
22800,36.0,4793,1995
22801,38.0,4677,1996
22802,34.0,3386,1997
22803,34.0,4123,1998
22804,35.0,4431,1999
22805,42.0,5299,2000
22806,48.0,4937,2001
22807,49.0,7672,2002
22808,48.0,8962,2003
22809,43.0,9380,2004
22810,43.0,8559,2005
22811,40.0,6746,2006
22812,44.0,3654,2007
22813,37.0,3307,2008
22814,38.0,2478,2009
22815,38.0,3356,2010
22816,38.0,938,2011
22817,35.0,2461,2012
22818,32.0,1985,2013
22819,37.0,3546,2014
22820,33.0,1478,2015
22821,29.0,3530,2016
22822,31.0,6665,2017
22823,34.0,3235,2018
22824,30.0,5866,2019
22825,25.0,20,2002
22826,28.0,-8,2003
22827,28.0,36,2004
22828,27.0,15,2005
22829,24.0,22,2006
22830,29.0,13,2007
22831,28.0,83,2008
22832,25.0,28,2009
22833,25.0,9,2010
22834,24.0,27,2011
22835,25.0,77,2012
22836,23.0,21,2013
22837,22.0,3,2014
22838,22.0,-65,2015
22839,19.0,443,1993
22840,19.0,554,1994
22841,17.0,502,1995
22842,26.0,125,1996
22843,35.0,-25,1997
22844,34.0,603,1998
22845,33.0,209,1999
22846,35.0,233,2000
22847,31.0,425,2001
22848,33.0,449,2002
22849,40.0,905,2003
22850,40.0,635,2004
22851,41.0,601,2005
22852,44.0,470,2006
22853,42.0,-123,2007
22854,40.0,-54,2008
22855,40.0,3,2009
22856,38.0,338,2010
22857,39.0,12,2011
22858,36.0,8,2012
22859,39.0,181,2013
22860,38.0,435,2014
22861,36.0,145,2015
22862,32.0,483,2016
22863,35.0,652,2017
22864,35.0,255,2018
22865,34.0,441,2019
22866,38.0,-3418,2000
22867,38.0,-3976,2001
22868,40.0,-3759,2002
22869,40.0,-2742,2003
22870,37.0,-3436,2004
22871,42.0,-2850,2005
22872,43.0,-2296,2006
22873,40.0,-1663,2007
22874,41.0,-1016,2008
22875,38.0,-1043,2009
22876,36.0,-1041,2010
22877,37.0,-938,2011
22878,39.0,-44,2012
22879,41.0,-791,2013
22880,34.0,-1027,2014
22881,32.0,-869,2015
22882,32.0,-907,2016
22883,33.0,-1424,2017
22884,35.0,-992,2018
22885,36.0,-1299,2019
22886,7.0,-1061,1994
22887,6.0,-1429,1995
22888,7.0,-1378,1996
22889,7.0,-1471,1997
22890,9.0,-1362,1998
22891,11.0,-150,1997
22892,18.0,-75,1998
22893,24.0,-222,1999
22894,31.0,96,2000
22895,7.0,-387,1996
22896,7.0,-428,1997
22897,3.0,-320,1999
22898,3.0,-400,2000
22899,3.0,-249,2001
22900,5.0,-370,2002
22901,40.0,-912,1993
22902,44.0,-514,1994
22903,40.0,-659,1995
22904,38.0,-953,1996
22905,40.0,-991,1997
22906,48.0,-568,1998
22907,46.0,-1068,1999
22908,46.0,-967,2000
22909,48.0,-1048,2001
22910,47.0,-828,2002
22911,47.0,-534,2003
22912,44.0,-837,2004
22913,49.0,-444,2005
22914,43.0,-177,2006
22915,45.0,-224,2007
22916,43.0,-285,2008
22917,43.0,68,2009
22918,42.0,-241,2010
22919,40.0,515,2011
22920,44.0,-59,2012
22921,43.0,-1196,2013
22922,42.0,-494,2014
22923,41.0,-146,2015
22924,40.0,-627,2016
22925,40.0,-1683,2017
22926,40.0,-497,2018
22927,38.0,-546,2019
22928,17.0,-1121,1994
22929,17.0,-1225,1995
22930,19.0,-1167,1996
22931,10.0,-1047,1997
22932,54.0,-1567,1999
22933,34.0,-1546,2000
22934,46.0,-2640,2003
22935,40.0,-2299,2004
22936,44.0,-2205,2005
22937,42.0,-2590,2006
22938,42.0,-1641,2007
22939,42.0,-1250,2008
22940,40.0,-641,2009
22941,41.0,-1036,2010
22942,42.0,-322,2011
22943,39.0,-429,2012
22944,34.0,-607,2013
22945,35.0,-1059,2014
22946,32.0,-226,2015
22947,31.0,-817,2016
22948,35.0,-1852,2017
22949,37.0,-1509,2018
22950,34.0,-1104,2019
22951,22.0,168,1995
22952,27.0,-24,1997
22953,25.0,38,1998
22954,27.0,30,2000
22955,27.0,95,2001
22956,28.0,45,2002
22957,12.0,447,1998
22958,14.0,345,1999
22959,33.0,407,2002
22960,29.0,246,2003
22961,23.0,533,2004
22962,27.0,165,2005
22963,25.0,194,2006
22964,27.0,234,2007
22965,29.0,305,2008
22966,22.0,205,2009
22967,23.0,413,2010
22968,22.0,173,2011
22969,20.0,-48,2012
22970,22.0,136,2013
22971,30.0,180,2014
22972,18.0,138,2015
22973,15.0,92,2016
22974,17.0,309,2017
22975,20.0,92,2018
22976,15.0,238,2019
22977,22.0,307,1993
22978,35.0,313,2000
22979,38.0,415,2001
22980,42.0,123,2002
22981,38.0,191,2003
22982,31.0,11,2004
22983,40.0,-56,2005
22984,33.0,124,2006
22985,38.0,17,2007
22986,29.0,-291,2008
22987,27.0,49,2009
22988,25.0,134,2010
22989,24.0,328,2011
22990,27.0,-27,2012
22991,29.0,294,2013
22992,34.0,292,2014
22993,33.0,45,2015
22994,28.0,278,2016
22995,27.0,30,2017
22996,28.0,115,2018
22997,26.0,199,2019
22998,42.0,-165,1993
22999,43.0,-194,1994
23000,43.0,-170,1995
23001,42.0,-160,1996
23002,40.0,-298,1997
23003,41.0,-328,1998
23004,43.0,-479,1999
23005,40.0,-309,2000
23006,44.0,-190,2001
23007,44.0,-271,2002
23008,44.0,-260,2003
23009,39.0,-173,2004
23010,43.0,-118,2005
23011,40.0,-120,2006
23012,41.0,45,2007
23013,42.0,-50,2008
23014,39.0,-40,2009
23015,41.0,16,2010
23016,39.0,-18,2011
23017,43.0,-190,2012
23018,40.0,19,2013
23019,39.0,-108,2014
23020,39.0,-5,2015
23021,38.0,-78,2016
23022,39.0,-92,2017
23023,38.0,-37,2018
23024,36.0,-8,2019
23025,25.0,-86,1993
23026,27.0,262,1994
23027,24.0,-348,1995
23028,19.0,254,1996
23029,18.0,129,1997
23030,17.0,281,1998
23031,15.0,12,1999
23032,16.0,751,2000
23033,14.0,194,2001
23034,13.0,146,2002
23035,38.0,152,2003
23036,34.0,39,2004
23037,36.0,-362,2005
23038,34.0,-146,2006
23039,35.0,-90,2007
23040,38.0,413,2008
23041,36.0,238,2009
23042,36.0,554,2010
23043,38.0,485,2011
23044,38.0,638,2012
23045,36.0,493,2013
23046,33.0,-187,2014
23047,33.0,-56,2015
23048,30.0,858,2016
23049,33.0,986,2017
23050,34.0,623,2018
23051,32.0,541,2019
23052,35.0,-4344,1993
23053,37.0,-4469,1994
23054,38.0,-3391,1995
23055,35.0,-2538,1996
23056,20.0,-1900,1997
23057,36.0,-2066,1998
23058,36.0,-2583,1999
23059,32.0,-2942,2000
23060,31.0,-1909,2001
23061,24.0,-1082,2002
23062,26.0,-1297,2003
23063,23.0,-495,2004
23064,23.0,-2275,2005
23065,27.0,-2896,2006
23066,27.0,-2653,2007
23067,27.0,-1649,2008
23068,25.0,-592,2009
23069,20.0,-1664,2010
23070,22.0,-461,2011
23071,39.0,-1580,2012
23072,41.0,-1409,2013
23073,38.0,-957,2014
23074,40.0,-397,2015
23075,34.0,-1077,2016
23076,40.0,-3958,2017
23077,44.0,-2237,2018
23078,30.0,-3089,2019
23079,40.0,6566,1993
23080,42.0,8402,1994
23081,40.0,7091,1995
23082,38.0,6435,1996
23083,37.0,8235,1997
23084,40.0,6290,1998
23085,37.0,6319,1999
23086,45.0,9092,2000
23087,47.0,8517,2001
23088,43.0,15429,2002
23089,44.0,13786,2003
23090,40.0,12850,2004
23091,44.0,13225,2005
23092,46.0,10321,2006
23093,48.0,6428,2007
23094,40.0,5516,2008
23095,37.0,2309,2009
23096,34.0,5343,2010
23097,36.0,-532,2011
23098,33.0,2285,2012
23099,37.0,5578,2013
23100,41.0,4226,2014
23101,45.0,2221,2015
23102,41.0,5308,2016
23103,46.0,9843,2017
23104,44.0,6849,2018
23105,42.0,6531,2019
23106,11.0,-37,1996
23107,14.0,-241,1997
23108,45.0,-32,2003
23109,40.0,-100,2004
23110,46.0,72,2005
23111,44.0,-103,2006
23112,42.0,-122,2007
23113,42.0,-8,2008
23114,41.0,102,2009
23115,38.0,14,2010
23116,39.0,126,2011
23117,38.0,248,2012
23118,40.0,-1,2013
23119,38.0,-73,2014
23120,37.0,22,2015
23121,34.0,-50,2016
23122,34.0,-258,2017
23123,38.0,-85,2018
23124,37.0,-57,2019
23125,35.0,172,1999
23126,35.0,201,2000
23127,45.0,123,2001
23128,4.0,-170,1996
23129,12.0,17,1997
23130,21.0,-99,2000
23131,24.0,-144,2001
23132,6.0,-321,1997
23133,9.0,-302,1998
23134,37.0,-194,1999
23135,36.0,-285,2000
23136,37.0,-270,2001
23137,40.0,-438,2002
23138,39.0,-499,2003
23139,35.0,-380,2004
23140,38.0,-501,2005
23141,38.0,-333,2006
23142,34.0,-168,2007
23143,35.0,-65,2008
23144,31.0,36,2009
23145,33.0,-60,2010
23146,33.0,-63,2011
23147,33.0,158,2012
23148,34.0,58,2013
23149,31.0,110,2014
23150,33.0,27,2015
23151,30.0,-125,2016
23152,33.0,-278,2017
23153,30.0,-51,2018
23154,32.0,-177,2019
23155,42.0,135,2005
23156,38.0,44,2006
23157,40.0,95,2007
23158,44.0,94,2008
23159,41.0,136,2009
23160,43.0,22,2010
23161,38.0,124,2011
23162,39.0,213,2012
23163,37.0,100,2013
23164,34.0,208,2014
23165,30.0,68,2015
23166,30.0,127,2016
23167,32.0,347,2017
23168,32.0,225,2018
23169,32.0,131,2019
23170,32.0,-246,1993
23171,27.0,798,1994
23172,23.0,1352,1995
23173,6.0,703,1996
23174,19.0,62,1997
23175,19.0,-321,1998
23176,16.0,7,1999
23177,39.0,279,2000
23178,41.0,447,2001
23179,45.0,23,2002
23180,48.0,-154,2003
23181,41.0,-270,2004
23182,46.0,22,2005
23183,42.0,-3,2006
23184,48.0,-208,2007
23185,47.0,-154,2008
23186,42.0,-17,2009
23187,42.0,567,2010
23188,41.0,177,2011
23189,41.0,430,2012
23190,39.0,433,2013
23191,37.0,354,2014
23192,36.0,141,2015
23193,33.0,257,2016
23194,37.0,1153,2017
23195,38.0,600,2018
23196,36.0,251,2019
23197,31.0,27,1993
23198,31.0,102,1994
23199,31.0,187,1995
23200,11.0,80,1996
23201,1.0,44,1997
23202,3.0,97,1998
23203,1.0,133,1999
23204,1.0,170,2000
23205,31.0,312,2000
23206,31.0,213,2001
23207,25.0,418,2002
23208,28.0,80,2003
23209,23.0,-51,1993
23210,33.0,5,1994
23211,31.0,-62,1995
23212,35.0,-30,1996
23213,35.0,-45,1997
23214,34.0,8,1998
23215,31.0,-39,1999
23216,30.0,26,2000
23217,29.0,5,2001
23218,34.0,-71,2002
23219,35.0,-20,2003
23220,30.0,-35,2004
23221,28.0,-10,2005
23222,26.0,44,2006
23223,27.0,-11,2007
23224,28.0,56,2008
23225,31.0,-25,2009
23226,27.0,0,2010
23227,31.0,61,2011
23228,30.0,-30,2012
23229,33.0,64,2013
23230,28.0,-6,2014
23231,29.0,12,2015
23232,22.0,1,2016
23233,27.0,50,2017
23234,32.0,-26,2018
23235,27.0,-4,2019
23236,17.0,48,2000
23237,25.0,-61,2001
23238,17.0,-877,1994
23239,19.0,-1153,1995
23240,16.0,-1058,1996
23241,12.0,-1116,1997
23242,51.0,-95,1998
23243,49.0,-38,1999
23244,49.0,-10,2000
23245,50.0,-145,2001
23246,46.0,52,2002
23247,48.0,54,2003
23248,41.0,13,2004
23249,48.0,-31,2005
23250,49.0,119,2006
23251,51.0,59,2007
23252,47.0,55,2008
23253,41.0,77,2009
23254,46.0,29,2010
23255,50.0,60,2011
23256,47.0,74,2012
23257,40.0,41,2013
23258,40.0,-46,2014
23259,35.0,-40,2015
23260,36.0,-54,2016
23261,38.0,-96,2017
23262,39.0,-46,2018
23263,39.0,23,2019
23264,41.0,-931,1993
23265,42.0,-746,1994
23266,43.0,-1021,1995
23267,40.0,-1265,1996
23268,41.0,-1463,1997
23269,40.0,-539,1998
23270,52.0,-1842,1999
23271,56.0,-996,2000
23272,55.0,-1283,2001
23273,53.0,-1261,2002
23274,44.0,-1193,2003
23275,38.0,-1485,2004
23276,42.0,-2056,2005
23277,49.0,-2847,2006
23278,50.0,-2184,2007
23279,46.0,-1677,2008
23280,44.0,-2040,2009
23281,45.0,-1084,2010
23282,46.0,-830,2011
23283,46.0,-420,2012
23284,44.0,-1226,2013
23285,40.0,-454,2014
23286,41.0,-760,2015
23287,38.0,-1155,2016
23288,40.0,-2113,2017
23289,39.0,-1571,2018
23290,40.0,-1964,2019
23291,46.0,-1245,2000
23292,47.0,-1417,2001
23293,48.0,-1319,2002
23294,44.0,-1075,2003
23295,42.0,-1873,2004
23296,47.0,-1498,2005
23297,46.0,-1388,2006
23298,44.0,-1505,2007
23299,44.0,-1149,2008
23300,40.0,-486,2009
23301,45.0,-817,2010
23302,46.0,-240,2011
23303,52.0,-598,2012
23304,43.0,-305,2013
23305,46.0,8,2014
23306,40.0,-275,2015
23307,35.0,-884,2016
23308,40.0,-1235,2017
23309,38.0,-962,2018
23310,37.0,-754,2019
23311,43.0,-272,2004
23312,46.0,-46,2005
23313,45.0,70,2006
23314,46.0,-237,2007
23315,43.0,-86,2008
23316,41.0,135,2009
23317,44.0,-5,2010
23318,44.0,-23,2011
23319,49.0,-96,2012
23320,43.0,88,2013
23321,40.0,-121,2014
23322,42.0,-110,2015
23323,42.0,-20,2016
23324,42.0,-124,2017
23325,42.0,-115,2018
23326,42.0,-79,2019
