,AQI,Net Migration Outflow,year
15107,61.0,5886,2000
15108,58.0,5632,2001
15109,55.0,6513,2002
15110,56.0,5348,2003
15111,53.0,3676,2004
15112,58.0,3175,2005
15113,57.0,2878,2006
15114,56.0,1933,2007
15115,52.0,2813,2008
15116,45.0,1407,2009
15117,50.0,2883,2010
15118,46.0,1283,2011
15119,46.0,-1312,2012
15120,45.0,1957,2013
15121,47.0,3794,2014
15122,45.0,436,2015
15123,44.0,6082,2016
15124,44.0,15064,2017
15125,43.0,8218,2018
15126,45.0,7482,2019
15127,39.0,-136,1993
15128,43.0,-191,1994
15129,47.0,-47,1995
15130,33.0,-87,1996
15131,42.0,-22,1997
15132,44.0,-295,1998
15133,44.0,-52,1999
15134,44.0,-104,2000
15135,43.0,-116,2001
15136,40.0,111,2002
15137,37.0,-132,2003
15138,36.0,-35,2004
15139,41.0,-15,2005
15140,41.0,45,2006
15141,44.0,45,2007
15142,39.0,16,2008
15143,34.0,116,2009
15144,37.0,59,2010
15145,37.0,21,2011
15146,37.0,-6,2012
15147,36.0,16,2013
15148,35.0,-5,2014
15149,35.0,42,2015
15150,38.0,43,2016
15151,36.0,-38,2017
15152,34.0,56,2018
15153,35.0,-112,2019
15154,22.0,-94,1993
15155,22.0,-641,1994
15156,16.0,170,1995
15157,16.0,272,1996
15158,35.0,2071,2005
15159,30.0,1210,2006
15160,31.0,1739,2007
15161,29.0,1377,2008
15162,25.0,1548,2009
15163,26.0,1345,2010
15164,29.0,1870,2011
15165,28.0,562,2012
15166,26.0,741,2013
15167,20.0,983,2014
15168,46.0,318,1993
15169,39.0,204,1994
15170,43.0,309,1995
15171,41.0,366,1996
15172,44.0,256,1997
15173,40.0,419,1998
15174,47.0,36,1999
15175,43.0,375,2000
15176,42.0,-3,2001
15177,41.0,249,2002
15178,35.0,161,2003
15179,44.0,239,2004
15180,48.0,69,2005
15181,40.0,-143,2006
15182,54.0,86,2007
15183,46.0,-121,2008
15184,38.0,-140,2009
15185,44.0,105,2010
15186,44.0,74,2011
15187,44.0,108,2012
15188,35.0,-8,2013
15189,31.0,175,2014
15190,31.0,46,2015
15191,35.0,153,2016
15192,34.0,-284,2017
15193,33.0,-90,2018
15194,35.0,-285,2019
15195,40.0,59,1993
15196,41.0,-16,1994
15197,46.0,-177,1995
15198,42.0,-41,1996
15199,42.0,-123,1997
15200,42.0,-139,1998
15201,44.0,-92,1999
15202,42.0,3,2000
15203,40.0,-92,2001
15204,38.0,-39,2002
15205,38.0,-70,2003
15206,35.0,-5,2004
15207,39.0,34,2005
15208,39.0,27,2006
15209,43.0,-16,2007
15210,39.0,-54,2008
15211,35.0,-69,2009
15212,38.0,21,2010
15213,38.0,56,2011
15214,39.0,9,2012
15215,36.0,-383,2013
15216,35.0,-15,2014
15217,35.0,-45,2015
15218,37.0,-104,2016
15219,36.0,-245,2017
15220,33.0,-138,2018
15221,37.0,-255,2019
15222,8.0,-260,1993
15223,46.0,-227,1994
15224,45.0,-389,1995
15225,19.0,-384,1996
15226,17.0,-620,1997
15227,15.0,-561,1998
15228,54.0,-183,1999
15229,34.0,-297,2000
15230,46.0,80,1995
15231,52.0,-90,1999
15232,53.0,-111,2000
15233,47.0,31,2001
15234,40.0,-5,2002
15235,46.0,-87,2003
15236,40.0,36,2004
15237,52.0,-153,2005
15238,43.0,5,2006
15239,44.0,110,2007
15240,36.0,103,2013
15241,34.0,31,2014
15242,31.0,220,2015
15243,25.0,-57,2016
15244,29.0,31,2017
15245,29.0,-69,2018
15246,26.0,-44,2019
15247,25.0,-235,1999
15248,27.0,-128,2000
15249,22.0,-42,2001
15250,19.0,50,1993
15251,18.0,-128,1994
15252,21.0,-39,1995
15253,51.0,-13,1996
15254,14.0,119,1997
15255,37.0,-8130,1993
15256,41.0,-4550,1994
15257,42.0,-5823,1995
15258,37.0,-2649,1996
15259,35.0,396,1997
15260,37.0,-3770,1998
15261,44.0,-3942,1999
15262,52.0,-7464,2000
15263,47.0,-3671,2001
15264,46.0,11943,2002
15265,43.0,7324,2003
15266,34.0,2463,2004
15267,46.0,-934,2005
15268,46.0,-8377,2006
15269,43.0,-6987,2007
15270,45.0,-4557,2008
15271,44.0,-4369,2009
15272,42.0,-3124,2010
15273,45.0,-7168,2011
15274,44.0,-16895,2012
15275,44.0,-38553,2013
15276,44.0,-108961,2014
15277,44.0,28438,2015
15278,42.0,46321,2016
15279,43.0,10046,2017
15280,44.0,4231,2018
15281,44.0,-4939,2019
15282,0.0,175,2016
15283,1.0,167,2017
15284,0.0,186,2018
15285,0.0,129,2019
15286,26.0,-1120,1993
15287,27.0,-648,1994
15288,26.0,-695,1995
15289,31.0,1572,1996
15290,34.0,785,1997
15291,35.0,386,1998
15292,36.0,287,1999
15293,37.0,289,2000
15294,35.0,493,2001
15295,35.0,776,2002
15296,34.0,443,2003
15297,31.0,507,2004
15298,44.0,621,2005
15299,47.0,754,2006
15300,45.0,862,2007
15301,43.0,679,2008
15302,41.0,177,2009
15303,40.0,361,2010
15304,43.0,642,2011
15305,42.0,419,2012
15306,40.0,787,2013
15307,43.0,665,2014
15308,39.0,1300,2015
15309,37.0,1372,2016
15310,41.0,1720,2017
15311,39.0,1131,2018
15312,41.0,1070,2019
15313,32.0,96,1993
15314,32.0,-113,1994
15315,36.0,181,1995
15316,30.0,246,1996
15317,28.0,360,1997
15318,31.0,134,1998
15319,35.0,185,1999
15320,30.0,670,2000
15321,30.0,167,2001
15322,32.0,429,2002
15323,34.0,488,2003
15324,32.0,426,2004
15325,34.0,653,2005
15326,34.0,270,2006
15327,31.0,-65,2007
15328,31.0,263,2008
15329,31.0,2,2009
15330,32.0,439,2010
15331,32.0,61,2011
15332,31.0,110,2012
15333,31.0,84,2013
15334,30.0,-2,2014
15335,32.0,-183,2015
15336,33.0,123,2016
15337,33.0,461,2017
15338,28.0,575,2018
15339,31.0,-160,2019
15340,37.0,-1288,1993
15341,36.0,-856,1994
15342,36.0,-623,1995
15343,36.0,-399,1996
15344,37.0,-110,1997
15345,40.0,-272,1998
15346,48.0,353,1999
15347,44.0,130,2000
15348,47.0,31,2001
15349,45.0,-460,2002
15350,44.0,-893,2003
15351,44.0,-187,2004
15352,47.0,-392,2005
15353,43.0,-134,2006
15354,45.0,-200,2007
15355,43.0,-489,2008
15356,51.0,250,2009
15357,52.0,-426,2010
15358,50.0,-327,2011
15359,49.0,86,2012
15360,48.0,-184,2013
15361,44.0,-258,2014
15362,44.0,-281,2015
15363,45.0,-572,2016
15364,46.0,-829,2017
15365,36.0,-1149,2018
15366,38.0,-868,2019
15367,72.0,-965,1993
15368,67.0,-826,1994
15369,61.0,-385,1995
15370,64.0,-306,1996
15371,67.0,-149,1997
15372,76.0,-344,1998
15373,70.0,-249,1999
15374,61.0,-698,2000
15375,66.0,-668,2001
15376,63.0,-893,2002
15377,64.0,-982,2003
15378,59.0,-967,2004
15379,67.0,-1021,2005
15380,57.0,-450,2006
15381,60.0,-403,2007
15382,52.0,-1049,2008
15383,55.0,-254,2009
15384,54.0,-564,2010
15385,52.0,-283,2011
15386,52.0,1071,2012
15387,49.0,-603,2013
15388,54.0,-518,2014
15389,50.0,-128,2015
15390,48.0,-834,2016
15391,47.0,-2104,2017
15392,45.0,-930,2018
15393,44.0,-703,2019
15394,44.0,-2357,1993
15395,46.0,-2293,1994
15396,41.0,-2673,1995
15397,40.0,-2161,1996
15398,42.0,-1607,1997
15399,43.0,-1166,1998
15400,48.0,-1395,1999
15401,47.0,-1933,2000
15402,47.0,-1502,2001
15403,47.0,-1851,2002
15404,44.0,-3192,2003
15405,46.0,-3512,2004
15406,50.0,-5407,2005
15407,44.0,-6111,2006
15408,48.0,-5504,2007
15409,43.0,-2775,2008
15410,49.0,-1582,2009
15411,50.0,-697,2010
15412,54.0,46,2011
15413,52.0,-1420,2012
15414,47.0,-393,2013
15415,46.0,-789,2014
15416,48.0,-792,2015
15417,44.0,-1364,2016
15418,43.0,-2564,2017
15419,40.0,-1128,2018
15420,41.0,-1243,2019
15421,23.0,-41,1993
15422,17.0,-56,1994
15423,17.0,31,1995
15424,20.0,146,1996
15425,21.0,260,1997
15426,21.0,17,1998
15427,19.0,427,1999
15428,16.0,255,2000
15429,19.0,-105,2001
15430,19.0,-77,2002
15431,19.0,-5,2003
15432,20.0,-305,2004
15433,13.0,-522,2005
15434,11.0,-779,2006
15435,16.0,-684,2007
15436,69.0,16449,1993
15437,81.0,17932,1994
15438,61.0,19990,1995
15439,69.0,18625,1996
15440,57.0,19759,1997
15441,56.0,17329,1998
15442,58.0,19182,1999
15443,57.0,18096,2000
15444,65.0,18211,2001
15445,57.0,15740,2002
15446,56.0,14054,2003
15447,55.0,12230,2004
15448,56.0,13839,2005
15449,57.0,13454,2006
15450,58.0,11627,2007
15451,55.0,9953,2008
15452,50.0,4997,2009
15453,52.0,5633,2010
15454,54.0,5469,2011
15455,55.0,9615,2012
15456,52.0,11759,2013
15457,54.0,12032,2014
15458,51.0,6566,2015
15459,49.0,11860,2016
15460,50.0,20276,2017
15461,46.0,11818,2018
15462,44.0,12293,2019
15463,47.0,-172,1999
15464,44.0,-15,2000
15465,48.0,-149,2001
15466,47.0,15,2002
15467,44.0,12,2003
15468,42.0,-48,2004
15469,46.0,-42,2005
15470,42.0,76,2006
15471,43.0,-34,2007
15472,41.0,-84,2008
15473,38.0,-100,2009
15474,44.0,-20,2010
15475,40.0,-191,2011
15476,36.0,-95,2012
15477,36.0,111,2013
15478,36.0,-104,2014
15479,40.0,21,2015
15480,39.0,-71,2016
15481,43.0,-25,2017
15482,35.0,-153,2018
15483,36.0,-17,2019
15484,41.0,-107,1993
15485,31.0,-39,1995
15486,29.0,-23,1996
15487,59.0,-8,1997
15488,60.0,-25,1998
15489,57.0,8,1999
15490,56.0,19,2000
15491,61.0,-69,2001
15492,40.0,54,2002
15493,34.0,59,2003
15494,26.0,155,2004
15495,34.0,95,2005
15496,27.0,58,2006
15497,24.0,-30,2007
15498,20.0,-10,2008
15499,14.0,-30,2009
15500,7.0,42,2010
15501,6.0,44,2011
15502,10.0,28,2012
15503,14.0,-11,2013
15504,16.0,17,2014
15505,23.0,61,2015
15506,9.0,-15,2016
15507,10.0,-76,2017
15508,7.0,62,2018
15509,9.0,58,2019
15510,35.0,-97,1993
15511,36.0,-21,1994
15512,44.0,-193,1995
15513,38.0,-157,1996
15514,37.0,-56,1997
15515,37.0,10,1998
15516,32.0,-160,1999
15517,31.0,-62,2000
15518,36.0,127,2001
15519,36.0,50,2002
15520,33.0,-29,2003
15521,32.0,-30,2004
15522,36.0,93,2005
15523,37.0,-84,2006
15524,36.0,45,2007
15525,35.0,78,2008
15526,33.0,63,2009
15527,37.0,-19,2010
15528,36.0,15,2011
15529,36.0,62,2012
15530,35.0,33,2013
15531,36.0,-57,2014
15532,34.0,54,2015
15533,36.0,-5,2016
15534,36.0,-128,2017
15535,33.0,65,2018
15536,36.0,-85,2019
15537,24.0,35,2018
15538,24.0,-63,2019
15539,24.0,48,2011
15540,17.0,45,2012
15541,10.0,157,2013
15542,19.0,-164,2019
15543,74.0,20,2008
15544,27.0,117,2009
15545,20.0,228,2010
15546,21.0,119,2011
15547,25.0,-52,2012
15548,35.0,-202,2013
15549,23.0,-231,2014
15550,24.0,-123,2015
15551,20.0,-539,2016
15552,26.0,-905,2017
15553,25.0,-592,2018
15554,23.0,-473,2019
15555,29.0,-3652,1993
15556,36.0,-3490,1994
15557,32.0,-3048,1995
15558,32.0,-4441,1996
15559,31.0,-3518,1997
15560,31.0,-1849,1998
15561,33.0,-916,1999
15562,28.0,-1273,2000
15563,28.0,-2256,2001
15564,29.0,-3295,2002
15565,32.0,-1828,2003
15566,31.0,-2836,2004
15567,29.0,-2469,2005
15568,31.0,-2199,2006
15569,28.0,-1849,2007
15570,29.0,-2624,2008
15571,30.0,-1957,2009
15572,26.0,-1461,2010
15573,28.0,-1335,2011
15574,31.0,-2506,2012
15575,31.0,-3957,2013
15576,32.0,-3231,2014
15577,32.0,-2214,2015
15578,29.0,-4588,2016
15579,32.0,-6207,2017
15580,33.0,-2693,2018
15581,30.0,-2445,2019
15582,29.0,-368,1993
15583,31.0,-695,1994
15584,30.0,-615,1995
15585,31.0,-667,1996
15586,29.0,-520,1997
15587,29.0,-608,1998
15588,25.0,-422,1999
15589,28.0,-366,2000
15590,30.0,-189,2001
15591,31.0,-785,2002
15592,30.0,-640,2003
15593,31.0,-505,2004
15594,29.0,-597,2005
15595,27.0,-847,2006
15596,28.0,-488,2007
15597,28.0,-296,2008
15598,29.0,-307,2009
15599,24.0,91,2010
15600,26.0,-1,2011
15601,25.0,-35,2012
15602,27.0,-72,2013
15603,25.0,-119,2014
15604,30.0,-171,2015
15605,23.0,-853,2016
15606,26.0,-1399,2017
15607,24.0,-628,2018
15608,24.0,-363,2019
15609,44.0,-2664,1993
15610,32.0,-2668,1994
15611,30.0,-2931,1995
15612,27.0,-2458,1996
15613,33.0,-1823,1997
15614,28.0,-2797,1998
15615,32.0,-3559,1999
15616,26.0,-3325,2000
15617,25.0,-2540,2001
15618,25.0,-3050,2002
15619,18.0,-2143,2003
15620,20.0,-3268,2004
15621,20.0,-4270,2005
15622,20.0,-4561,2006
15623,17.0,-2340,2007
15624,18.0,-2407,2008
15625,31.0,43,2009
15626,30.0,1,2010
15627,32.0,-1432,2011
15628,35.0,-1772,2012
15629,34.0,-2912,2013
15630,32.0,-2630,2014
15631,33.0,-1496,2015
15632,22.0,-3876,2016
15633,20.0,-6055,2017
15634,20.0,-3620,2018
15635,20.0,-3348,2019
15636,22.0,-544,1993
15637,21.0,-551,1994
15638,15.0,-866,1995
15639,39.0,-873,2005
15640,29.0,-707,2006
15641,24.0,-213,2007
15642,27.0,10,2008
15643,28.0,373,2009
15644,21.0,-94,2010
15645,20.0,-15,2011
15646,19.0,89,2012
15647,30.0,-387,2013
15648,20.0,-55,2014
15649,19.0,132,2015
15650,17.0,-346,2016
15651,22.0,-1058,2017
15652,22.0,-549,2018
15653,24.0,-501,2019
15654,19.0,1029,1999
15655,23.0,566,2000
15656,23.0,666,2001
15657,23.0,603,2002
15658,18.0,472,2004
15659,15.0,493,2005
15660,15.0,425,2006
15661,15.0,198,2007
15662,18.0,561,2008
15663,19.0,296,2009
15664,15.0,638,2010
15665,15.0,670,2011
15666,16.0,824,2012
15667,17.0,800,2013
15668,16.0,273,2014
15669,16.0,306,2015
15670,15.0,847,2016
15671,15.0,731,2017
15672,16.0,687,2018
15673,17.0,553,2019
15674,20.0,127,2005
15675,26.0,-7,2006
15676,26.0,-60,2007
15677,31.0,-61,2008
15678,29.0,72,2009
15679,25.0,20,2010
15680,23.0,22,2011
15681,25.0,54,2012
15682,33.0,35,2013
15683,23.0,15,2014
15684,23.0,5,2015
15685,21.0,-64,2016
15686,23.0,-263,2017
15687,24.0,-72,2018
15688,23.0,-128,2019
15689,44.0,-516,1993
15690,48.0,-2011,1994
15691,43.0,-3600,1995
15692,42.0,-1330,1996
15693,42.0,486,1997
15694,43.0,-2530,1998
15695,39.0,-1142,1999
15696,43.0,-1806,2000
15697,44.0,-2363,2001
15698,41.0,-1528,2002
15699,40.0,-1166,2003
15700,39.0,797,2004
15701,42.0,1439,2005
15702,40.0,2265,2006
15703,39.0,688,2007
15704,40.0,-62,2008
15705,42.0,-667,2009
15706,44.0,-1142,2010
15707,47.0,-614,2011
15708,44.0,-1147,2012
15709,42.0,-602,2013
15710,42.0,2613,2014
15711,42.0,-314,2015
15712,34.0,-602,2016
15713,40.0,-3474,2017
15714,37.0,-2339,2018
15715,35.0,-2728,2019
15716,44.0,152,1993
15717,45.0,6,1994
15718,44.0,-31,1995
15719,41.0,-72,1996
15720,41.0,10,1997
15721,45.0,81,1998
15722,42.0,-20,1999
15723,41.0,62,2000
15724,54.0,92,2001
15725,52.0,35,2002
15726,51.0,-164,2003
15727,49.0,21,2004
15728,53.0,99,2005
15729,47.0,124,2006
15730,51.0,134,2007
15731,47.0,-22,2008
15732,46.0,87,2009
15733,47.0,-97,2010
15734,44.0,20,2011
15735,51.0,-16,2012
15736,45.0,-102,2013
15737,48.0,35,2014
15738,45.0,87,2015
15739,42.0,-91,2016
15740,49.0,120,2017
15741,40.0,110,2018
15742,41.0,28,2019
15743,33.0,63,1993
15744,33.0,210,1994
15745,32.0,363,1995
15746,35.0,410,1996
15747,33.0,398,1997
15748,34.0,344,1998
15749,34.0,215,1999
15750,31.0,339,2000
15751,33.0,485,2001
15752,35.0,49,2002
15753,34.0,264,2003
15754,32.0,150,2004
15755,34.0,240,2005
15756,31.0,378,2006
15757,33.0,424,2007
15758,29.0,283,2008
15759,33.0,-84,2009
15760,40.0,16,2010
15761,33.0,59,2011
15762,33.0,258,2012
15763,34.0,158,2013
15764,35.0,142,2014
15765,34.0,82,2015
15766,34.0,238,2016
15767,33.0,166,2017
15768,31.0,164,2018
15769,35.0,81,2019
15770,39.0,-361,1993
15771,41.0,337,1994
15772,37.0,443,1995
15773,40.0,337,1996
15774,37.0,680,1997
15775,38.0,481,1998
15776,45.0,470,1999
15777,46.0,765,2000
15778,52.0,811,2001
15779,47.0,89,2002
15780,48.0,-762,2003
15781,44.0,-511,2004
15782,50.0,-914,2005
15783,32.0,-1289,2006
15784,35.0,-1400,2007
15785,33.0,-882,2008
15786,27.0,-830,2009
15787,29.0,-628,2010
15788,30.0,-666,2011
15789,33.0,-444,2012
15790,33.0,244,2013
15791,34.0,87,2014
15792,34.0,-468,2015
15793,34.0,41,2016
15794,33.0,-1176,2017
15795,32.0,-778,2018
15796,34.0,-294,2019
15797,51.0,-2841,1997
15798,48.0,-2413,1998
15799,61.0,-2743,1999
15800,41.0,-2874,2006
15801,39.0,-2392,2007
15802,39.0,-1343,2008
15803,34.0,-1047,2009
15804,43.0,-629,2010
15805,36.0,-408,2011
15806,39.0,584,2012
15807,40.0,727,2013
15808,40.0,-640,2014
15809,39.0,-534,2015
15810,40.0,-953,2016
15811,38.0,-3154,2017
15812,35.0,-2075,2018
15813,34.0,-1559,2019
15814,44.0,-1109,1993
15815,51.0,-1273,1994
15816,45.0,-899,1995
15817,43.0,-1027,1996
15818,39.0,-725,1997
15819,40.0,-996,1998
15820,47.0,-1150,1999
15821,52.0,-862,2000
15822,57.0,-1256,2001
15823,53.0,-3074,2002
15824,57.0,-2581,2003
15825,56.0,-3734,2004
15826,56.0,-3294,2005
15827,54.0,-3427,2006
15828,55.0,-3371,2007
15829,48.0,-1289,2008
15830,46.0,-818,2009
15831,52.0,-739,2010
15832,53.0,137,2011
15833,52.0,-293,2012
15834,48.0,-408,2013
15835,46.0,-659,2014
15836,50.0,-885,2015
15837,48.0,-1644,2016
15838,51.0,-2647,2017
15839,41.0,-1245,2018
15840,40.0,-1514,2019
15841,37.0,-357,1993
15842,37.0,-255,1994
15843,33.0,-41,1995
15844,34.0,-34,1996
15845,34.0,-344,1997
15846,33.0,-43,1998
15847,32.0,18,1999
15848,35.0,-68,2000
15849,38.0,-58,2001
15850,37.0,-37,2002
15851,36.0,-145,2003
15852,34.0,-217,2004
15853,39.0,-166,2005
15854,26.0,-147,2006
15855,31.0,-152,2007
15856,31.0,-56,2008
15857,26.0,-97,2009
15858,29.0,-36,2010
15859,32.0,27,2011
15860,34.0,25,2012
15861,36.0,136,2013
15862,38.0,-210,2014
15863,36.0,-660,1999
15864,38.0,-1122,2000
15865,35.0,-621,2001
15866,38.0,-997,2002
15867,39.0,-989,2003
15868,36.0,-1751,2004
15869,37.0,-2013,2005
15870,40.0,-1552,2006
15871,35.0,-1994,2007
15872,38.0,-1408,2008
15873,38.0,-1498,2009
15874,37.0,-1617,2010
15875,42.0,-1596,2011
15876,40.0,-1488,2012
15877,38.0,-1665,2013
15878,37.0,-1564,2014
15879,37.0,-1165,2015
15880,36.0,-2049,2016
15881,38.0,-3310,2017
15882,36.0,-2147,2018
15883,37.0,-1711,2019
15884,38.0,135,2000
15885,32.0,148,2001
15886,29.0,136,2002
15887,35.0,55,2003
15888,35.0,69,2004
15889,40.0,138,2005
15890,40.0,161,2006
15891,23.0,151,2007
15892,40.0,19,2008
15893,36.0,148,2009
15894,40.0,94,2010
15895,44.0,72,2011
15896,40.0,117,2012
15897,28.0,104,2013
15898,24.0,213,2014
15899,31.0,120,2015
15900,33.0,-37,2016
15901,35.0,32,2017
15902,35.0,-215,2013
15903,39.0,-44,2014
15904,39.0,-385,2017
15905,38.0,-143,2018
15906,22.0,21,1993
15907,21.0,1,1994
15908,18.0,-148,1995
15909,22.0,123,1996
15910,26.0,60,1997
15911,44.0,63,1999
15912,38.0,201,2000
15913,48.0,116,2001
15914,44.0,-16,2002
15915,49.0,92,2003
15916,42.0,-120,2004
15917,37.0,94,2005
15918,46.0,34,2007
15919,45.0,-78,2008
15920,35.0,-107,2009
15921,29.0,-12,2010
15922,52.0,-76,2011
15923,49.0,-4,2012
15924,33.0,-25,2013
15925,41.0,209,2016
15926,33.0,319,2017
15927,31.0,-151,2018
15928,43.0,-65,2019
15929,32.0,-1137,1993
15930,40.0,-754,1994
15931,40.0,-637,1995
15932,41.0,-783,1996
15933,41.0,-870,1997
15934,43.0,-794,1998
15935,42.0,-369,1999
15936,39.0,91,2000
15937,39.0,-1877,2001
15938,37.0,-1247,2002
15939,38.0,-1585,2003
15940,35.0,-1253,2004
15941,37.0,-1950,2005
15942,40.0,-2290,2006
15943,34.0,-1442,2007
15944,37.0,-2004,2008
15945,46.0,-1091,2009
15946,45.0,-1287,2010
15947,52.0,-1201,2011
15948,51.0,-2401,2012
15949,45.0,330,2013
15950,44.0,1458,2014
15951,41.0,-1003,2015
15952,40.0,-1105,2016
15953,43.0,601,2017
15954,45.0,-998,2018
15955,45.0,-658,2019
15956,44.0,-34,1999
15957,41.0,21,2000
15958,40.0,69,2001
15959,37.0,-80,2002
15960,41.0,15,2003
15961,40.0,23,2004
15962,44.0,-17,2005
15963,41.0,16,2006
15964,38.0,112,2007
15965,37.0,51,2008
15966,38.0,73,2009
15967,40.0,-80,2010
15968,43.0,-4,2011
15969,44.0,-71,2012
15970,40.0,111,2013
15971,38.0,76,2014
15972,37.0,91,2015
15973,38.0,-29,2016
15974,39.0,119,2017
15975,38.0,39,2017
15976,37.0,51,2018
15977,37.0,51,2019
15978,40.0,-5,2002
15979,42.0,-26,2003
15980,41.0,-16,2004
15981,45.0,57,2005
15982,44.0,-91,2006
15983,40.0,111,2007
15984,37.0,93,2008
15985,43.0,81,2009
15986,55.0,7,2010
15987,51.0,27,2011
15988,47.0,230,2012
15989,48.0,91,2013
15990,42.0,223,2014
15991,40.0,92,2015
15992,39.0,21,2016
15993,41.0,29,2017
15994,38.0,74,2018
15995,37.0,-167,2019
15996,22.0,-1744,1999
15997,30.0,-2148,2000
15998,28.0,-3537,2001
15999,28.0,-1055,2002
16000,25.0,53,2003
16001,31.0,56,2004
16002,25.0,-3914,2005
16003,21.0,-3581,2006
16004,23.0,-590,2007
16005,27.0,-1304,2008
16006,36.0,-2128,2009
16007,30.0,-675,2010
16008,31.0,-2074,2011
16009,32.0,-992,2012
16010,33.0,-1212,2013
16011,32.0,-138,2014
16012,36.0,-865,2015
16013,31.0,-1864,2016
16014,34.0,937,2017
16015,31.0,-16,2018
16016,32.0,351,2019
16017,13.0,2,2000
16018,13.0,-10,2001
16019,13.0,32,2002
16020,11.0,0,2003
16021,12.0,18,2004
16022,19.0,27,2005
16023,22.0,31,2006
16024,21.0,25,2007
16025,22.0,-8,2008
16026,23.0,54,2009
16027,20.0,1,2010
16028,18.0,32,2011
16029,19.0,81,2012
16030,28.0,-19,2013
16031,17.0,46,2014
16032,19.0,0,2015
16033,18.0,-52,2016
16034,20.0,-54,2017
16035,21.0,0,2018
16036,22.0,0,2019
16037,30.0,-358,1993
16038,28.0,-43,1994
16039,23.0,50,1995
16040,22.0,12,1996
16041,22.0,16,1997
16042,19.0,250,1998
16043,25.0,195,1999
16044,21.0,5,2000
16045,23.0,193,2001
16046,23.0,-25,2002
16047,21.0,-19,2003
16048,25.0,184,2004
16049,26.0,41,2005
16050,30.0,61,2006
16051,21.0,58,2007
16052,29.0,31,2008
16053,27.0,81,2009
16054,25.0,-31,2010
16055,22.0,105,2011
16056,26.0,-47,2012
16057,33.0,79,2013
16058,26.0,37,2014
16059,29.0,-51,2015
16060,18.0,-100,2016
16061,23.0,131,2017
16062,24.0,46,2018
16063,20.0,123,2019
16064,34.0,-59,1999
16065,33.0,13,2000
16066,24.0,25,2001
16067,27.0,54,2002
16068,23.0,-23,2003
16069,23.0,-110,2004
16070,19.0,-28,2005
16071,20.0,-104,2006
16072,21.0,-54,2007
16073,19.0,81,2008
16074,23.0,-126,2009
16075,19.0,-57,2010
16076,18.0,-109,2011
16077,20.0,-83,2012
16078,26.0,45,2013
16079,18.0,-21,2014
16080,20.0,-159,2015
16081,32.0,-49,2016
16082,35.0,-390,2017
16083,30.0,-55,2018
16084,23.0,-142,2019
16085,18.0,-845,2008
16086,18.0,-142,2009
16087,15.0,-160,2010
16088,14.0,-220,2011
16089,18.0,-97,1996
16090,17.0,112,1997
16091,16.0,174,1998
16092,17.0,212,1999
16093,19.0,482,2000
16094,27.0,422,2001
16095,34.0,190,2002
16096,40.0,-60,2003
16097,35.0,135,2004
16098,38.0,462,2005
16099,0.0,671,2017
16100,0.0,335,2018
16101,0.0,294,2019
16102,26.0,-18,2002
16103,29.0,-11,2003
16104,25.0,-20,2004
16105,25.0,19,2005
16106,20.0,43,2006
16107,25.0,-11,2007
16108,21.0,-3,2008
16109,18.0,-53,2009
16110,20.0,2,2010
16111,23.0,31,2011
16112,25.0,-22,2012
16113,20.0,-45,2013
16114,24.0,32,2014
16115,23.0,-69,2015
16116,33.0,30,2002
16117,42.0,10,2003
16118,40.0,2,2004
16119,41.0,71,2005
16120,41.0,40,2006
16121,38.0,-5,2007
16122,40.0,48,2008
16123,43.0,-23,2009
16124,42.0,37,2010
16125,47.0,22,2011
16126,44.0,71,2012
16127,43.0,2,2013
16128,43.0,-99,2014
16129,40.0,51,2015
16130,40.0,-3,2016
16131,41.0,-3,2017
16132,40.0,3,2018
16133,42.0,53,2019
16134,44.0,26,2003
16135,37.0,12,2004
16136,42.0,-16,2005
16137,37.0,61,2006
16138,38.0,-257,2007
16139,39.0,-580,2008
16140,39.0,-519,2009
16141,38.0,-374,2010
16142,44.0,-184,2011
16143,42.0,244,2012
16144,39.0,1267,2013
16145,37.0,-196,2014
16146,36.0,-18,2015
16147,39.0,-434,2016
16148,39.0,-796,2017
16149,36.0,240,2018
16150,36.0,-49,2019
16151,15.0,142,1997
16152,31.0,104,1998
16153,35.0,63,1999
16154,36.0,175,2000
16155,32.0,348,2001
16156,28.0,230,2002
16157,19.0,284,2003
16158,17.0,183,2004
16159,17.0,23,2005
16160,15.0,143,2015
16161,15.0,207,2016
16162,17.0,286,2017
16163,16.0,255,2018
16164,14.0,153,2019
16165,14.0,402,1993
16166,14.0,371,1994
16167,10.0,105,1995
16168,14.0,389,1996
16169,14.0,393,1997
16170,7.0,239,1998
16171,27.0,145,1999
16172,48.0,401,2000
16173,46.0,494,2001
16174,44.0,240,2002
16175,49.0,470,2003
16176,46.0,384,2004
16177,46.0,366,2005
16178,46.0,197,2006
16179,40.0,356,2007
16180,40.0,158,2008
16181,51.0,9,2009
16182,44.0,539,2010
16183,43.0,255,2011
16184,47.0,261,2012
16185,46.0,89,2013
16186,50.0,256,2014
16187,43.0,24,2015
16188,43.0,306,2016
16189,45.0,451,2017
16190,41.0,104,2018
16191,40.0,201,2019
16192,43.0,67,2003
16193,41.0,14,2004
16194,41.0,132,2015
16195,39.0,52,2016
16196,40.0,38,2019
16197,47.0,7,1999
16198,46.0,54,2000
16199,47.0,100,2001
16200,43.0,-46,2002
